year,sex,hindfoot_length,weight,genus,species,taxa,plot_type,weight_oz
1979,F,52.0,147.0,Dipodomys,spectabilis,Rodent,Short-term Krat Exclosure,5.185185185185185
1978,M,53.0,95.0,Dipodomys,spectabilis,Rodent,Control,3.3509700176366843
1986,M,20.0,19.0,Peromyscus,maniculatus,Rodent,Long-term Krat Exclosure,0.6701940035273368
1985,F,50.0,126.0,Dipodomys,spectabilis,Rodent,Control,4.444444444444445
1987,F,,133.0,Dipodomys,spectabilis,Rodent,Control,4.6913580246913575
2001,M,26.0,39.0,Chaetodipus,baileyi,Rodent,Control,1.3756613756613756
1999,M,35.0,49.0,Dipodomys,merriami,Rodent,Spectab exclosure,1.728395061728395
1981,M,22.0,20.0,Peromyscus,eremicus,Rodent,Rodent Exclosure,0.7054673721340388
2002,F,21.0,15.0,Chaetodipus,penicillatus,Rodent,Spectab exclosure,0.5291005291005291
1985,F,21.0,8.0,Chaetodipus,penicillatus,Rodent,Control,0.2821869488536155
1985,F,37.0,51.0,Dipodomys,merriami,Rodent,Control,1.7989417989417988
2002,F,27.0,30.0,Chaetodipus,baileyi,Rodent,Long-term Krat Exclosure,1.0582010582010581
1991,M,20.0,26.0,Onychomys,torridus,Rodent,Rodent Exclosure,0.9171075837742504
2002,F,36.0,60.0,Dipodomys,ordii,Rodent,Control,2.1164021164021163
1995,F,16.0,19.0,Reithrodontomys,megalotis,Rodent,Long-term Krat Exclosure,0.6701940035273368
1980,M,20.0,23.0,Onychomys,torridus,Rodent,Spectab exclosure,0.8112874779541446
1991,M,38.0,46.0,Dipodomys,merriami,Rodent,Control,1.6225749559082892
1988,F,35.0,38.0,Dipodomys,merriami,Rodent,Control,1.3403880070546736
1981,F,36.0,42.0,Dipodomys,merriami,Rodent,Control,1.4814814814814814
1990,F,18.0,14.0,Reithrodontomys,fulvescens,Rodent,Short-term Krat Exclosure,0.49382716049382713
2002,M,26.0,41.0,Chaetodipus,baileyi,Rodent,Long-term Krat Exclosure,1.4462081128747795
2001,M,36.0,56.0,Dipodomys,merriami,Rodent,Control,1.9753086419753085
1981,M,37.0,49.0,Dipodomys,merriami,Rodent,Control,1.728395061728395
1982,F,36.0,45.0,Dipodomys,merriami,Rodent,Control,1.5873015873015872
1989,M,37.0,48.0,Dipodomys,merriami,Rodent,Spectab exclosure,1.693121693121693
1992,M,34.0,35.0,Dipodomys,merriami,Rodent,Control,1.2345679012345678
1979,F,52.0,127.0,Dipodomys,spectabilis,Rodent,Control,4.479717813051146
1983,F,50.0,98.0,Dipodomys,spectabilis,Rodent,Spectab exclosure,3.45679012345679
1982,M,16.0,9.0,Reithrodontomys,megalotis,Rodent,Control,0.31746031746031744
1984,F,35.0,43.0,Dipodomys,merriami,Rodent,Control,1.5167548500881833
1988,M,21.0,16.0,Peromyscus,eremicus,Rodent,Short-term Krat Exclosure,0.564373897707231
1978,M,52.0,133.0,Dipodomys,spectabilis,Rodent,Rodent Exclosure,4.6913580246913575
1986,M,45.0,119.0,Dipodomys,spectabilis,Rodent,Control,4.197530864197531
1988,not reported,,,Ammospermophilus,harrisi,Rodent,Long-term Krat Exclosure,
2001,F,35.0,24.0,Dipodomys,merriami,Rodent,Control,0.8465608465608465
1983,F,16.0,13.0,Reithrodontomys,megalotis,Rodent,Long-term Krat Exclosure,0.4585537918871252
2001,F,33.0,193.0,Neotoma,albigula,Rodent,Control,6.807760141093474
1994,F,35.0,27.0,Dipodomys,merriami,Rodent,Spectab exclosure,0.9523809523809523
2000,M,26.0,35.0,Chaetodipus,baileyi,Rodent,Control,1.2345679012345678
2001,F,26.0,,Chaetodipus,baileyi,Rodent,Long-term Krat Exclosure,
1977,M,37.0,41.0,Dipodomys,merriami,Rodent,Control,1.4462081128747795
1995,F,37.0,46.0,Dipodomys,merriami,Rodent,Control,1.6225749559082892
1990,M,37.0,39.0,Dipodomys,merriami,Rodent,Control,1.3756613756613756
1986,M,20.0,21.0,Peromyscus,eremicus,Rodent,Control,0.7407407407407407
1982,M,16.0,7.0,Perognathus,flavus,Rodent,Long-term Krat Exclosure,0.24691358024691357
1981,M,31.0,83.0,Neotoma,albigula,Rodent,Control,2.927689594356261
1986,M,35.0,48.0,Dipodomys,merriami,Rodent,Rodent Exclosure,1.693121693121693
1997,M,21.0,23.0,Peromyscus,eremicus,Rodent,Short-term Krat Exclosure,0.8112874779541446
2000,F,28.0,33.0,Chaetodipus,baileyi,Rodent,Long-term Krat Exclosure,1.164021164021164
1996,F,37.0,41.0,Dipodomys,merriami,Rodent,Spectab exclosure,1.4462081128747795
1990,F,37.0,48.0,Dipodomys,merriami,Rodent,Control,1.693121693121693
1987,F,,42.0,Dipodomys,merriami,Rodent,Control,1.4814814814814814
1989,M,17.0,12.0,Reithrodontomys,megalotis,Rodent,Rodent Exclosure,0.42328042328042326
1980,F,49.0,138.0,Dipodomys,spectabilis,Rodent,Spectab exclosure,4.867724867724868
1986,M,38.0,46.0,Dipodomys,merriami,Rodent,Spectab exclosure,1.6225749559082892
1998,F,27.0,29.0,Chaetodipus,baileyi,Rodent,Control,1.0229276895943562
1986,M,21.0,26.0,Onychomys,torridus,Rodent,Control,0.9171075837742504
1980,F,,20.0,Dipodomys,merriami,Rodent,Rodent Exclosure,0.7054673721340388
1977,F,,23.0,Onychomys,leucogaster,Rodent,Control,0.8112874779541446
1998,M,22.0,22.0,Chaetodipus,penicillatus,Rodent,Spectab exclosure,0.7760141093474426
1984,F,36.0,43.0,Dipodomys,merriami,Rodent,Control,1.5167548500881833
2002,M,26.0,14.0,Chaetodipus,baileyi,Rodent,Spectab exclosure,0.49382716049382713
1997,F,35.0,44.0,Dipodomys,merriami,Rodent,Control,1.5520282186948853
1979,M,21.0,16.0,Chaetodipus,penicillatus,Rodent,Control,0.564373897707231
1982,M,47.0,118.0,Dipodomys,spectabilis,Rodent,Spectab exclosure,4.162257495590829
1997,F,19.0,28.0,Peromyscus,maniculatus,Rodent,Short-term Krat Exclosure,0.9876543209876543
1991,M,37.0,52.0,Dipodomys,ordii,Rodent,Spectab exclosure,1.8342151675485008
2002,F,37.0,51.0,Dipodomys,ordii,Rodent,Control,1.7989417989417988
1982,F,35.0,43.0,Dipodomys,merriami,Rodent,Rodent Exclosure,1.5167548500881833
1980,F,47.0,104.0,Dipodomys,spectabilis,Rodent,Short-term Krat Exclosure,3.6684303350970016
1991,F,14.0,7.0,Reithrodontomys,megalotis,Rodent,Long-term Krat Exclosure,0.24691358024691357
1991,F,34.0,48.0,Dipodomys,ordii,Rodent,Control,1.693121693121693
1987,F,11.0,10.0,Reithrodontomys,megalotis,Rodent,Short-term Krat Exclosure,0.3527336860670194
1983,F,51.0,108.0,Dipodomys,spectabilis,Rodent,Rodent Exclosure,3.8095238095238093
2000,M,26.0,27.0,Chaetodipus,baileyi,Rodent,Long-term Krat Exclosure,0.9523809523809523
1985,F,36.0,55.0,Dipodomys,ordii,Rodent,Spectab exclosure,1.9400352733686066
1988,F,16.0,10.0,Reithrodontomys,megalotis,Rodent,Long-term Krat Exclosure,0.3527336860670194
1999,F,22.0,14.0,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,0.49382716049382713
1991,F,16.0,10.0,Reithrodontomys,megalotis,Rodent,Rodent Exclosure,0.3527336860670194
1992,M,15.0,8.0,Reithrodontomys,megalotis,Rodent,Control,0.2821869488536155
1996,M,38.0,45.0,Dipodomys,merriami,Rodent,Control,1.5873015873015872
1982,F,35.0,38.0,Dipodomys,merriami,Rodent,Rodent Exclosure,1.3403880070546736
1983,not reported,,,Amphispiza,bilineata,Bird,Control,
1990,not reported,,,Amphispiza,bilineata,Bird,Short-term Krat Exclosure,
1982,M,37.0,51.0,Dipodomys,merriami,Rodent,Control,1.7989417989417988
1989,F,17.0,12.0,Reithrodontomys,megalotis,Rodent,Long-term Krat Exclosure,0.42328042328042326
1995,M,35.0,33.0,Dipodomys,ordii,Rodent,Spectab exclosure,1.164021164021164
1985,F,35.0,43.0,Dipodomys,merriami,Rodent,Control,1.5167548500881833
1986,F,23.0,19.0,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,0.6701940035273368
1988,M,54.0,169.0,Dipodomys,spectabilis,Rodent,Control,5.961199294532627
1988,M,16.0,9.0,Reithrodontomys,megalotis,Rodent,Control,0.31746031746031744
2001,M,36.0,48.0,Dipodomys,merriami,Rodent,Control,1.693121693121693
1983,not reported,,,Amphispiza,bilineata,Bird,Short-term Krat Exclosure,
1988,F,21.0,33.0,Onychomys,leucogaster,Rodent,Control,1.164021164021164
1997,M,37.0,45.0,Dipodomys,ordii,Rodent,Long-term Krat Exclosure,1.5873015873015872
1998,M,19.0,30.0,Onychomys,torridus,Rodent,Control,1.0582010582010581
1987,F,19.0,25.0,Peromyscus,eremicus,Rodent,Long-term Krat Exclosure,0.8818342151675485
1985,M,34.0,30.0,Dipodomys,ordii,Rodent,Short-term Krat Exclosure,1.0582010582010581
1980,M,34.0,42.0,Dipodomys,merriami,Rodent,Short-term Krat Exclosure,1.4814814814814814
2001,M,21.0,23.0,Chaetodipus,penicillatus,Rodent,Short-term Krat Exclosure,0.8112874779541446
1994,M,22.0,16.0,Chaetodipus,penicillatus,Rodent,Short-term Krat Exclosure,0.564373897707231
1984,M,18.0,12.0,Onychomys,torridus,Rodent,Control,0.42328042328042326
1996,M,36.0,54.0,Dipodomys,ordii,Rodent,Spectab exclosure,1.9047619047619047
1988,F,16.0,10.0,Reithrodontomys,megalotis,Rodent,Long-term Krat Exclosure,0.3527336860670194
1980,M,47.0,113.0,Dipodomys,spectabilis,Rodent,Short-term Krat Exclosure,3.9858906525573192
1992,F,36.0,38.0,Dipodomys,merriami,Rodent,Control,1.3403880070546736
1987,F,15.0,13.0,Reithrodontomys,megalotis,Rodent,Rodent Exclosure,0.4585537918871252
1981,M,52.0,144.0,Dipodomys,spectabilis,Rodent,Control,5.079365079365079
1987,M,,35.0,Dipodomys,merriami,Rodent,Spectab exclosure,1.2345679012345678
1981,F,38.0,40.0,Dipodomys,merriami,Rodent,Control,1.4109347442680775
1983,F,16.0,9.0,Reithrodontomys,megalotis,Rodent,Short-term Krat Exclosure,0.31746031746031744
1982,M,16.0,10.0,Reithrodontomys,megalotis,Rodent,Rodent Exclosure,0.3527336860670194
1989,M,19.0,15.0,Reithrodontomys,fulvescens,Rodent,Control,0.5291005291005291
1996,M,28.0,40.0,Chaetodipus,baileyi,Rodent,Control,1.4109347442680775
1999,F,35.0,55.0,Dipodomys,merriami,Rodent,Spectab exclosure,1.9400352733686066
1979,M,,42.0,Dipodomys,merriami,Rodent,Short-term Krat Exclosure,1.4814814814814814
1987,F,35.0,42.0,Dipodomys,ordii,Rodent,Short-term Krat Exclosure,1.4814814814814814
1988,not reported,,,Amphispiza,bilineata,Bird,Short-term Krat Exclosure,
1984,M,33.0,35.0,Dipodomys,merriami,Rodent,Control,1.2345679012345678
1997,M,22.0,22.0,Chaetodipus,penicillatus,Rodent,Control,0.7760141093474426
1996,M,17.0,9.0,Perognathus,flavus,Rodent,Rodent Exclosure,0.31746031746031744
1983,F,37.0,46.0,Dipodomys,merriami,Rodent,Control,1.6225749559082892
1999,F,32.0,203.0,Neotoma,albigula,Rodent,Control,7.160493827160494
2001,not reported,28.0,47.0,Chaetodipus,baileyi,Rodent,Control,1.657848324514991
1990,not reported,,,Ammospermophilus,harrisi,Rodent,Short-term Krat Exclosure,
1997,M,21.0,19.0,Peromyscus,maniculatus,Rodent,Rodent Exclosure,0.6701940035273368
1998,F,20.0,19.0,Peromyscus,maniculatus,Rodent,Control,0.6701940035273368
1997,M,27.0,38.0,Chaetodipus,baileyi,Rodent,Long-term Krat Exclosure,1.3403880070546736
1993,M,35.0,47.0,Dipodomys,merriami,Rodent,Control,1.657848324514991
1997,M,20.0,23.0,Peromyscus,eremicus,Rodent,Short-term Krat Exclosure,0.8112874779541446
1980,F,,49.0,Dipodomys,ordii,Rodent,Short-term Krat Exclosure,1.728395061728395
2000,M,20.0,26.0,Onychomys,torridus,Rodent,Control,0.9171075837742504
1982,M,20.0,25.0,Peromyscus,maniculatus,Rodent,Rodent Exclosure,0.8818342151675485
1985,M,36.0,47.0,Dipodomys,merriami,Rodent,Spectab exclosure,1.657848324514991
2002,F,26.0,27.0,Chaetodipus,baileyi,Rodent,Long-term Krat Exclosure,0.9523809523809523
1997,M,22.0,22.0,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,0.7760141093474426
1987,M,20.0,19.0,Peromyscus,eremicus,Rodent,Control,0.6701940035273368
1988,F,36.0,53.0,Dipodomys,merriami,Rodent,Control,1.8694885361552027
1986,F,52.0,125.0,Dipodomys,spectabilis,Rodent,Control,4.409171075837742
1987,F,32.0,150.0,Neotoma,albigula,Rodent,Long-term Krat Exclosure,5.291005291005291
1996,M,36.0,50.0,Dipodomys,merriami,Rodent,Control,1.763668430335097
1987,F,35.0,38.0,Dipodomys,merriami,Rodent,Control,1.3403880070546736
1977,not reported,,,Neotoma,albigula,Rodent,Control,
1996,F,20.0,25.0,Onychomys,torridus,Rodent,Rodent Exclosure,0.8818342151675485
1991,F,21.0,21.0,Peromyscus,eremicus,Rodent,Rodent Exclosure,0.7407407407407407
1983,F,51.0,153.0,Dipodomys,spectabilis,Rodent,Spectab exclosure,5.396825396825396
1980,F,17.0,12.0,Reithrodontomys,megalotis,Rodent,Long-term Krat Exclosure,0.42328042328042326
1982,M,19.0,23.0,Peromyscus,eremicus,Rodent,Rodent Exclosure,0.8112874779541446
1984,M,33.0,45.0,Dipodomys,ordii,Rodent,Control,1.5873015873015872
1977,M,36.0,,Dipodomys,merriami,Rodent,Control,
2001,F,27.0,30.0,Chaetodipus,baileyi,Rodent,Long-term Krat Exclosure,1.0582010582010581
1981,M,32.0,218.0,Neotoma,albigula,Rodent,Short-term Krat Exclosure,7.689594356261023
1997,M,25.0,18.0,Chaetodipus,baileyi,Rodent,Short-term Krat Exclosure,0.6349206349206349
1979,M,14.0,6.0,Perognathus,flavus,Rodent,Long-term Krat Exclosure,0.21164021164021163
1991,F,33.0,174.0,Neotoma,albigula,Rodent,Control,6.137566137566138
1998,M,20.0,25.0,Peromyscus,maniculatus,Rodent,Rodent Exclosure,0.8818342151675485
1987,M,37.0,49.0,Dipodomys,merriami,Rodent,Short-term Krat Exclosure,1.728395061728395
1992,M,21.0,18.0,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,0.6349206349206349
1983,M,50.0,133.0,Dipodomys,spectabilis,Rodent,Control,4.6913580246913575
1989,F,17.0,13.0,Reithrodontomys,megalotis,Rodent,Short-term Krat Exclosure,0.4585537918871252
1980,F,,109.0,Dipodomys,spectabilis,Rodent,Control,3.8447971781305115
1999,F,24.0,20.0,Chaetodipus,baileyi,Rodent,Control,0.7054673721340388
1992,F,35.0,43.0,Dipodomys,merriami,Rodent,Control,1.5167548500881833
1980,F,,9.0,Reithrodontomys,megalotis,Rodent,Rodent Exclosure,0.31746031746031744
1987,F,37.0,44.0,Dipodomys,merriami,Rodent,Control,1.5520282186948853
1992,M,20.0,13.0,Chaetodipus,penicillatus,Rodent,Control,0.4585537918871252
2002,F,26.0,30.0,Chaetodipus,baileyi,Rodent,Short-term Krat Exclosure,1.0582010582010581
1992,M,19.0,19.0,Chaetodipus,penicillatus,Rodent,Control,0.6701940035273368
2000,M,26.0,38.0,Chaetodipus,baileyi,Rodent,Short-term Krat Exclosure,1.3403880070546736
1996,M,16.0,9.0,Perognathus,flavus,Rodent,Control,0.31746031746031744
1989,F,17.0,11.0,Reithrodontomys,megalotis,Rodent,Short-term Krat Exclosure,0.3880070546737213
1988,F,37.0,42.0,Dipodomys,merriami,Rodent,Control,1.4814814814814814
1982,M,36.0,43.0,Dipodomys,merriami,Rodent,Control,1.5167548500881833
1985,F,21.0,16.0,Chaetodipus,penicillatus,Rodent,Short-term Krat Exclosure,0.564373897707231
1986,M,35.0,49.0,Dipodomys,merriami,Rodent,Short-term Krat Exclosure,1.728395061728395
1995,M,39.0,50.0,Dipodomys,merriami,Rodent,Control,1.763668430335097
1991,F,21.0,15.0,Chaetodipus,penicillatus,Rodent,Rodent Exclosure,0.5291005291005291
1997,M,21.0,20.0,Onychomys,torridus,Rodent,Rodent Exclosure,0.7054673721340388
1992,M,35.0,,Dipodomys,ordii,Rodent,Control,
1983,M,50.0,118.0,Dipodomys,spectabilis,Rodent,Short-term Krat Exclosure,4.162257495590829
1983,F,16.0,8.0,Reithrodontomys,megalotis,Rodent,Long-term Krat Exclosure,0.2821869488536155
1999,F,19.0,30.0,Onychomys,torridus,Rodent,Short-term Krat Exclosure,1.0582010582010581
1997,M,26.0,33.0,Chaetodipus,baileyi,Rodent,Long-term Krat Exclosure,1.164021164021164
1989,F,21.0,23.0,Onychomys,torridus,Rodent,Spectab exclosure,0.8112874779541446
1994,M,39.0,46.0,Dipodomys,ordii,Rodent,Control,1.6225749559082892
1979,F,51.0,93.0,Dipodomys,spectabilis,Rodent,Rodent Exclosure,3.2804232804232805
1992,M,14.0,8.0,Reithrodontomys,megalotis,Rodent,Short-term Krat Exclosure,0.2821869488536155
1985,F,35.0,40.0,Dipodomys,merriami,Rodent,Long-term Krat Exclosure,1.4109347442680775
2001,M,20.0,22.0,Peromyscus,eremicus,Rodent,Short-term Krat Exclosure,0.7760141093474426
1987,M,21.0,23.0,Peromyscus,maniculatus,Rodent,Rodent Exclosure,0.8112874779541446
1982,M,,6.0,Perognathus,flavus,Rodent,Long-term Krat Exclosure,0.21164021164021163
1991,F,21.0,10.0,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,0.3527336860670194
1981,F,,47.0,Dipodomys,merriami,Rodent,Short-term Krat Exclosure,1.657848324514991
1982,F,,21.0,Onychomys,torridus,Rodent,Short-term Krat Exclosure,0.7407407407407407
1987,F,33.0,179.0,Neotoma,albigula,Rodent,Long-term Krat Exclosure,6.313932980599647
1978,M,36.0,39.0,Dipodomys,merriami,Rodent,Rodent Exclosure,1.3756613756613756
1984,F,33.0,36.0,Dipodomys,ordii,Rodent,Control,1.2698412698412698
1987,M,36.0,57.0,Dipodomys,ordii,Rodent,Rodent Exclosure,2.0105820105820107
1980,M,37.0,,Dipodomys,merriami,Rodent,Spectab exclosure,
1997,M,38.0,48.0,Dipodomys,merriami,Rodent,Control,1.693121693121693
1997,M,22.0,15.0,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,0.5291005291005291
1981,not reported,,,Sylvilagus,audubonii,Rabbit,Rodent Exclosure,
1996,F,22.0,14.0,Chaetodipus,penicillatus,Rodent,Control,0.49382716049382713
1988,M,18.0,20.0,Onychomys,leucogaster,Rodent,Spectab exclosure,0.7054673721340388
2001,M,21.0,20.0,Onychomys,torridus,Rodent,Control,0.7054673721340388
1996,F,24.0,20.0,Chaetodipus,penicillatus,Rodent,Short-term Krat Exclosure,0.7054673721340388
2001,M,22.0,21.0,Chaetodipus,penicillatus,Rodent,Control,0.7407407407407407
1997,F,27.0,30.0,Chaetodipus,baileyi,Rodent,Long-term Krat Exclosure,1.0582010582010581
1996,F,36.0,45.0,Dipodomys,merriami,Rodent,Control,1.5873015873015872
2002,M,26.0,26.0,Chaetodipus,baileyi,Rodent,Control,0.9171075837742504
1982,M,16.0,9.0,Reithrodontomys,megalotis,Rodent,Long-term Krat Exclosure,0.31746031746031744
1979,F,38.0,42.0,Dipodomys,merriami,Rodent,Control,1.4814814814814814
1997,F,21.0,15.0,Chaetodipus,penicillatus,Rodent,Spectab exclosure,0.5291005291005291
1997,F,21.0,18.0,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,0.6349206349206349
1983,F,36.0,47.0,Dipodomys,merriami,Rodent,Rodent Exclosure,1.657848324514991
1996,M,34.0,37.0,Dipodomys,ordii,Rodent,Control,1.3051146384479717
2000,F,26.0,29.0,Chaetodipus,baileyi,Rodent,Short-term Krat Exclosure,1.0229276895943562
1981,F,35.0,47.0,Dipodomys,merriami,Rodent,Spectab exclosure,1.657848324514991
2001,F,34.0,45.0,Dipodomys,merriami,Rodent,Control,1.5873015873015872
1985,M,36.0,43.0,Dipodomys,merriami,Rodent,Control,1.5167548500881833
1988,M,54.0,150.0,Dipodomys,spectabilis,Rodent,Control,5.291005291005291
1987,M,37.0,43.0,Dipodomys,merriami,Rodent,Control,1.5167548500881833
2002,F,22.0,18.0,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,0.6349206349206349
1986,M,34.0,54.0,Dipodomys,ordii,Rodent,Control,1.9047619047619047
1984,F,21.0,36.0,Onychomys,leucogaster,Rodent,Spectab exclosure,1.2698412698412698
1998,M,25.0,20.0,Chaetodipus,baileyi,Rodent,Short-term Krat Exclosure,0.7054673721340388
1994,M,22.0,14.0,Chaetodipus,penicillatus,Rodent,Control,0.49382716049382713
1988,not reported,,,Spermophilus,spilosoma,Rodent,Rodent Exclosure,
1990,M,36.0,54.0,Dipodomys,merriami,Rodent,Control,1.9047619047619047
1999,M,34.0,212.0,Neotoma,albigula,Rodent,Control,7.477954144620811
1998,M,35.0,53.0,Dipodomys,ordii,Rodent,Control,1.8694885361552027
1997,M,22.0,15.0,Chaetodipus,penicillatus,Rodent,Control,0.5291005291005291
1991,F,20.0,28.0,Onychomys,torridus,Rodent,Long-term Krat Exclosure,0.9876543209876543
1989,M,24.0,22.0,Chaetodipus,penicillatus,Rodent,Rodent Exclosure,0.7760141093474426
1981,M,37.0,41.0,Dipodomys,merriami,Rodent,Control,1.4462081128747795
1982,F,35.0,42.0,Dipodomys,merriami,Rodent,Short-term Krat Exclosure,1.4814814814814814
1989,M,21.0,27.0,Onychomys,torridus,Rodent,Spectab exclosure,0.9523809523809523
1992,M,36.0,49.0,Dipodomys,merriami,Rodent,Control,1.728395061728395
2002,M,18.0,10.0,Reithrodontomys,megalotis,Rodent,Short-term Krat Exclosure,0.3527336860670194
1997,F,,172.0,Neotoma,albigula,Rodent,Control,6.067019400352733
1997,M,35.0,44.0,Dipodomys,merriami,Rodent,Control,1.5520282186948853
2002,M,26.0,22.0,Chaetodipus,baileyi,Rodent,Short-term Krat Exclosure,0.7760141093474426
1983,F,35.0,37.0,Dipodomys,merriami,Rodent,Control,1.3051146384479717
1982,F,36.0,47.0,Dipodomys,merriami,Rodent,Control,1.657848324514991
1987,M,15.0,12.0,Reithrodontomys,megalotis,Rodent,Long-term Krat Exclosure,0.42328042328042326
1995,F,19.0,25.0,Onychomys,torridus,Rodent,Rodent Exclosure,0.8818342151675485
2000,F,32.0,171.0,Neotoma,albigula,Rodent,Long-term Krat Exclosure,6.031746031746032
1988,not reported,,,Neotoma,albigula,Rodent,Rodent Exclosure,
1997,M,36.0,43.0,Dipodomys,merriami,Rodent,Control,1.5167548500881833
1983,not reported,,,Ammospermophilus,harrisi,Rodent,Long-term Krat Exclosure,
1992,M,23.0,22.0,Chaetodipus,penicillatus,Rodent,Spectab exclosure,0.7760141093474426
1999,F,26.0,27.0,Chaetodipus,baileyi,Rodent,Long-term Krat Exclosure,0.9523809523809523
1984,not reported,,,Sylvilagus,audubonii,Rabbit,Long-term Krat Exclosure,
1978,M,33.0,189.0,Neotoma,albigula,Rodent,Control,6.666666666666666
1978,M,38.0,40.0,Dipodomys,merriami,Rodent,Spectab exclosure,1.4109347442680775
1980,M,48.0,102.0,Dipodomys,spectabilis,Rodent,Spectab exclosure,3.5978835978835977
1981,M,20.0,27.0,Onychomys,torridus,Rodent,Control,0.9523809523809523
1993,M,17.0,12.0,Reithrodontomys,megalotis,Rodent,Rodent Exclosure,0.42328042328042326
1985,M,22.0,35.0,Onychomys,leucogaster,Rodent,Control,1.2345679012345678
1998,F,21.0,13.0,Chaetodipus,penicillatus,Rodent,Spectab exclosure,0.4585537918871252
1983,F,32.0,148.0,Neotoma,albigula,Rodent,Long-term Krat Exclosure,5.220458553791887
1998,M,21.0,25.0,Onychomys,torridus,Rodent,Control,0.8818342151675485
1988,M,21.0,23.0,Peromyscus,eremicus,Rodent,Short-term Krat Exclosure,0.8112874779541446
1998,F,21.0,20.0,Chaetodipus,penicillatus,Rodent,Spectab exclosure,0.7054673721340388
1988,F,20.0,29.0,Peromyscus,eremicus,Rodent,Rodent Exclosure,1.0229276895943562
1983,not reported,,,Amphispiza,bilineata,Bird,Short-term Krat Exclosure,
1988,M,19.0,11.0,Reithrodontomys,megalotis,Rodent,Control,0.3880070546737213
1987,M,36.0,26.0,Dipodomys,merriami,Rodent,Spectab exclosure,0.9171075837742504
2002,F,24.0,30.0,Chaetodipus,baileyi,Rodent,Control,1.0582010582010581
1985,M,36.0,59.0,Dipodomys,ordii,Rodent,Control,2.0811287477954146
